HAZARDMAPCELLREFERENCE,HAZARDMAP,HAZARDRATINGBYMAP,FILENAME
EL112,"Conductors
Equipment is not approved for the specific use.",3.0,71.png
EL025,"Improper installation or location of equipment, conductors, cables or raceways
Raceways are not suitably drained, No expansion joint or not installed correctly.",3.0,Underground_service_raceway.png
EL098,"Conductors
Equipment is not approved for the specific use.  The location of cables, raceways, or overhead conductors are not located in an acceptable location.",3.0,Exterior_view_EV_disconnect.png
EL098,"Conductors
Equipment is not approved for the specific use.  The location of cables, raceways, or overhead conductors are not located in an acceptable location.",3.0,EV_charger_disconnect.png
EL090,"Continuity
Bonding;
method for equipment is not adequate.",3.0,Main_Service_disconnect.png
EL146,"Installation of electrical equipment
Equipment is not approved for the specific use",3.0,Charleston-6.png
EL146,"Installation of electrical equipment
Equipment is not approved for the specific use",3.0,Charelton-5.png
EL146,"Installation of electrical equipment
Equipment is not approved for the specific use",3.0,Charelton-4.png
EL146,"Installation of electrical equipment
Equipment is not approved for the specific use",3.0,Charelton-2.png
EL146,"Installation of electrical equipment
Equipment is not approved for the specific use",3.0,Charelton-1.png
EL146,"Installation of electrical equipment
Equipment is not approved for the specific use",3.0,Charelton-3.png
EL112,"Conductors
Equipment is not approved for the specific use.",3.0,41.png
EL112,"Conductors
Equipment is not approved for the specific use.",3.0,44.png
EL112,"Conductors
Equipment is not approved for the specific use.",3.0,42.png
EL112,"Conductors
Equipment is not approved for the specific use.",3.0,43.png
GA119,"Combustion/Ventilation air requirements non-compliant (In consideration of size, screens, grills, support).",3.0,Comb_air_pot_too_small.png
EL117,"Conductors, Risk Reg EL-15-2014
No expansion joint or not installed correctly.",3.0,Temporary_construction_receptacle_.png
BP014,"1.0.2 Clearances/Maintenance - Clearances are less than 24 inches but are sufficient for operation, maintenance and inspection",1.0,Exp_tank_clearance.png
EL146,"Installation of electrical equipment
Equipment is not approved for the specific use",3.0,Temporary_lighting_in_contact_with_drywall.png
BP131,"3.1.1 Safeties will not function - Pressure Relief Device


valve service or test intervals beyond the required interval outlined in CSA B-51",3.0,Old_pressure_relief_device_.png
EL126,"Installation of electrical equipment
Residential: 
general use receptacles are not properly spaced.",3.0,Wall_space.png
BP027,1.0.2 Clearances/Maintenance - Anchor bolts not correctly torque,3.0,IMPROPER_BRACING.png
BP027,1.0.2 Clearances/Maintenance - Anchor bolts not correctly torque,3.0,IMPROPER_BRACING_OF_VESSEL.png
GA066,"Gas leak detected very minor odor present, able to pinpoint and isolate locally",3.0,Propane_Leak_detected.png
GA066,"Gas leak detected very minor odor present, able to pinpoint and isolate locally",3.0,Relief_valve_and_rain_cap.png
GA066,"Gas leak detected very minor odor present, able to pinpoint and isolate locally",3.0,Propane_tank_paint_.png
BP045,1.2.0 Corrosion/PSI Retention - Active local or general corrosion  or erosion that causes thinning of a pressure retaining component which reduces the thickness below the minimum design thickness but component passes fitness for service evaluation,4.0,Corrosion_amount_.png
EL140,"Installation of electrical equipment
Residential: 
receptacle within 1.5 m of a sink is not GFCI protected.",3.0,Receptacle_adjacent_to_sink.png
BP003,1.0.1 Temp/Pressure ratings not met - Pressure or temperature rating of vessel/piping system component less than design pressure or temperature  but suitable for operating conditions,1.0,Expansion_tank.png
EL027,"Improper installation or location of equipment, conductors, cables or raceways
Inadequate Distances;
clearances provided for overhead conductors.",3.0,Mobile_home.png
EL027,"Improper installation or location of equipment, conductors, cables or raceways
Inadequate Distances;
clearances provided for overhead conductors.",3.0,Picture_of_my_hand_touching_the_service_cable.png
EL027,"Improper installation or location of equipment, conductors, cables or raceways
Inadequate Distances;
clearances provided for overhead conductors.",3.0,Tape_measure_showing_distance_from_ground_to_service_conductors_2300mm.png
EL027,"Improper installation or location of equipment, conductors, cables or raceways
Inadequate Distances;
clearances provided for overhead conductors.",3.0,Side_of_mobile_home_where_service_is.png
EL027,"Improper installation or location of equipment, conductors, cables or raceways
Inadequate Distances;
clearances provided for overhead conductors.",3.0,East_side_of_mobile_where_service_is.png
BP069,1.2.3 Boiler construction - Heavy scale or deposits on boiler heat exchange surfaces requiring removal or improved water treatment.,2.0,Deposits_.png
EL000,No Created Hazard Identified,0.0,3.png
EL000,No Created Hazard Identified,0.0,4.png
EL000,No Created Hazard Identified,0.0,5.png
EL000,No Created Hazard Identified,0.0,11.png
EL000,No Created Hazard Identified,0.0,2.png
EL000,No Created Hazard Identified,0.0,7.png
EL000,No Created Hazard Identified,0.0,6.png
EL000,No Created Hazard Identified,0.0,8.png
EL000,No Created Hazard Identified,0.0,9.png
EL073,"Effective grounding
Bonding; 
service raceway, equipment, or enclosure has not been properly bonded.",4.0,3.png
EL073,"Effective grounding
Bonding; 
service raceway, equipment, or enclosure has not been properly bonded.",4.0,1.png
EL073,"Effective grounding
Bonding; 
service raceway, equipment, or enclosure has not been properly bonded.",4.0,2.png
GA122,Combustion air supply missing,4.0,Furnace.png
BP077,1.2.3 Boiler construction - Indications of overheating caused by scale or deposits on heat exchange surfaces.,3.0,Rust_and_Scale.png
BP077,1.2.3 Boiler construction - Indications of overheating caused by scale or deposits on heat exchange surfaces.,3.0,Overheated_casing.png
EL026,"Improper installation or location of equipment, conductors, cables or raceways
Equipment is subject to mechanical damage, and 
adequate mechanical protection has not been provided.",4.0,Service_pole_damaged.png
EL026,"Improper installation or location of equipment, conductors, cables or raceways
Equipment is subject to mechanical damage, and 
adequate mechanical protection has not been provided.",4.0,Overhead_Service.png
GA141,Missing make up air exhaust interlocks,3.0,Bypassed_interlock__2.png
GA141,Missing make up air exhaust interlocks,3.0,Bypassed_interlock.png
GA002,Installation clearances or set  backs to propane containers not met,2.0,3827_carey.png
EL188,"Installation of electrical equipment
Equipment is not approved for the specific use",2.0,Baseboard_heater_2.png
EL188,"Installation of electrical equipment
Equipment is not approved for the specific use",2.0,Radiant_heater.png
EL188,"Installation of electrical equipment
Equipment is not approved for the specific use",2.0,Baseboard_heater_1.png
EL126,"Installation of electrical equipment
Residential: 
general use receptacles are not properly spaced.",3.0,Receptacles_not_provided_minimum_spacings.png
GA043,Certified appliance connector installed but not approved for application,2.0,Radiant_tube_heater_.png
GA043,Certified appliance connector installed but not approved for application,2.0,Radiant_tube_heater.png
EL124,"Installation of electrical equipment
Covers or canopies have not been installed.",4.0,37.png
EL124,"Installation of electrical equipment
Covers or canopies have not been installed.",4.0,32.png
EL124,"Installation of electrical equipment
Covers or canopies have not been installed.",4.0,39.png
EL124,"Installation of electrical equipment
Covers or canopies have not been installed.",4.0,38.png
EL124,"Installation of electrical equipment
Covers or canopies have not been installed.",4.0,31.png
EL124,"Installation of electrical equipment
Covers or canopies have not been installed.",4.0,41.png
EL124,"Installation of electrical equipment
Covers or canopies have not been installed.",4.0,34.png
EL124,"Installation of electrical equipment
Covers or canopies have not been installed.",4.0,40_.png
EL124,"Installation of electrical equipment
Covers or canopies have not been installed.",4.0,36.png
EL124,"Installation of electrical equipment
Covers or canopies have not been installed.",4.0,33.png
EL124,"Installation of electrical equipment
Covers or canopies have not been installed.",4.0,30.png
EL124,"Installation of electrical equipment
Covers or canopies have not been installed.",4.0,35.png
EL142,"Installation of electrical equipment
Residential: 
tamper-resistant receptacles have not been installed where required.",3.0,Gas_receptacle.png
EL142,"Installation of electrical equipment
Residential: 
tamper-resistant receptacles have not been installed where required.",3.0,Wiring_covered.png
EL140,"Installation of electrical equipment
Residential: 
receptacle within 1.5 m of a sink is not GFCI protected.",3.0,Receptacle_beside_washbasin.png
EL132,"Installation of electrical equipment
Box or cabinet has not been provided at junction, splice, outlet, switch, or pull box.",4.0,Splice_for_furnace_feed.png
