"","Insp_Number","Pmt_Number","CREATEDATE","ACTUALENDDATE","SO","Tech_Insp","Phy_Insp","PREFIX_INSPTYPE","DSCP_INSPTYPE","NAME_INSPSTATUS","SO_Evl_1","BCSA_Evl_1","Hzd_Svrty_1","Dscp_Hzd","COMMENTS","VERSIONNUMBER","Dscp_ImChkLstCtgy","AddressLine1_Insp","AddressLine2_Insp","AddressLine3_Insp","StreetType_Insp","City_Insp","Region_Insp","Province_Insp","PostalCode_Insp","Site_Lat","Site_Lon","RAP_Score","AppldDate_Pmt","PM_PERMIT_TYPE","PMTCLASS","PMTSTATUS","Pmt_Holder"
"186","AMOP-583869-2016","AM-019499-2013","5/27/2016","5/27/2016","Cam Surine","AM","Y","AMOP","AM Operating: Periodic Assessment","Conditional Passed","2_Physical Inspection","","2 - Minor","Waterslide water inlet ports were found to be sharp presenting a cut hazard for riders. This hazard is reasonably detectable by maintenance and is unlikely to propagate. The waterslide was not yet in operation for the season.","(9 Days) or prior to operation for public",1,"Non-Compliances for Amusement Devices Technology","4150","Columbia Valley",NA,"Highway","Cultus Lake","Lower Mainland South","BC","V2R5H6",NA,NA,NA,"6/21/2013","AM - Operating","Waterslide","Active","Cultus Lake Waterpark Ltd"
"187","AMOP-584195-2016","UW-391943-2016","5/27/2016","5/27/2016","Cam Surine","AM","Y","AMOP","AM Operating: Operational Assessment","Failed","","","N/A - Not Applicable","UW Permit- No Physical Inspection conducted.","(6 Days) Submit applications to the BC Sa",1,"Non-Compliances for Amusement Devices Technology","7171","Stride",NA,"Avenue","Burnaby","Lower Mainland North","BC","v3n1t8",49.2136459,-122.9511328,NA,"5/27/2016","Unpermitted Work","AM","Active",""
"188","AMOP-586792-2016","2041833","6/1/2016","6/1/2016","Cam Surine","AM","Y","AMOP","AM Operating: Periodic Assessment","Conditional Passed","2_Physical Inspection","","2 - Minor","Flume support blocking overhead of flume no longer properly secured. This presents a hazard as a piece of blocking could fall into the flume and contact a rider.","(2 Days) or prior to operation for public",1,"Non-Compliances for Amusement Devices Technology","4799","HWY 17",NA,"","Tsawwassen","Lower Mainland North","BC","",NA,NA,NA,"6/7/1993","AM - Operating","Waterslide","Expired","Splashdown Waterparks Inc"
"189","AMOP-586790-2016","2050549","6/1/2016","6/1/2016","Cam Surine","AM","Y","AMOP","AM Operating: Periodic Assessment","Conditional Passed","2_Physical Inspection","","2 - Minor","Damaged flume entrance railing and guard board. Waterslide maintenance still underway at the time of the inspection.","(2 Days) or prior to operation for public",1,"Non-Compliances for Amusement Devices Technology","4799","HWY 17",NA,"","Tsawwassen","Lower Mainland North","BC","",NA,NA,NA,"6/1/1966","AM - Operating","Waterslide","Expired","Splashdown Waterparks Inc"
"190","AMOP-586796-2016","2041835","6/1/2016","6/1/2016","Cam Surine","AM","Y","AMOP","AM Operating: Periodic Assessment","Conditional Passed","2_Physical Inspection","","2 - Minor","","(2 Days) or prior to operation for public",1,"Non-Compliances for Amusement Devices Technology","4799","HWY 17",NA,"","Tsawwassen","Lower Mainland North","BC","",NA,NA,NA,"6/7/1993","AM - Operating","Waterslide","Expired","Splashdown Waterparks Inc"
"191","AMOP-586795-2016","2052519","6/1/2016","6/1/2016","Cam Surine","AM","Y","AMOP","AM Operating: Periodic Assessment","Conditional Passed","2_Physical Inspection","","1 - Insignificant","","(2 Days) or prior to operation for public",1,"Non-Compliances for Amusement Devices Technology","4799","HWY 17",NA,"","Tsawwassen","Lower Mainland North","BC","",NA,NA,NA,"7/1/1974","AM - Operating","Waterslide","Expired","Splashdown Waterparks Inc"
"192","AMOP-586949-2016","2042524","6/1/2016","6/1/2016","Rolf Lutje","AM","Y","AMOP","AM Operating: Periodic Assessment","Conditional Passed","2_Physical Inspection","","4 - Major","It was observed that a structural ground cable has become disconnected. This creates a shock hazard in the case of a ground fault condition.","(7 days) BCSA records indicate operating",1,"Non-Compliances for Amusement Devices Technology","4799","HWY 17",NA,"","Tsawwassen","Lower Mainland North","BC","",NA,NA,NA,"6/7/1994","AM - Operating","Waterslide","Expired","Splashdown Waterparks Inc"
"193","AMOP-586945-2016","2042523","6/1/2016","6/1/2016","Rolf Lutje","AM","Y","AMOP","AM Operating: Periodic Assessment","Conditional Passed","2_Physical Inspection","","0 - Compliant","","(7 days) BCSA records indicate operating",1,"Non-Compliances for Amusement Devices Technology","4799","HWY 17",NA,"","Tsawwassen","Lower Mainland North","BC","",NA,NA,NA,"6/7/1994","AM - Operating","Waterslide","Expired","Splashdown Waterparks Inc"
"194","AMAL-587573-2016","AM-392599-2016","6/2/2016","6/2/2016","Rolf Lutje","AM","Y","AMAL","AM Alteration:  Acceptance Assessment","Conditional Passed","2_Physical Inspection","","1 - Insignificant","At the time of the acceptance inspection/testing the modification to the landing deck were yet not completed. No actual hazard as the device was not in operation at the time of inspection.","(7 days) Provide letter from BC P.Eng ind",1,"Non-Compliances for Amusement Devices Technology","1","16 Mile Creek",NA,"Road","Whistler","Lower Mainland North","BC","V0N1B4",NA,NA,NA,"5/30/2016","AM - Alteration","Zipline","Active","Superfly Ziplines Ltd."
"195","AMOP-587672-2016","2052508","6/2/2016","6/2/2016","Wayne Callender","AM","Y","AMOP","AM Operating: Periodic Assessment","Conditional Passed","2_Physical Inspection","","2 - Minor","Missing lag bolts","(1 day) Operating permit is expired. Rene",1,"Non-Compliances for Amusement Devices Technology","4799","HWY 17",NA,"","Tsawwassen","Lower Mainland North","BC","",NA,NA,NA,"3/1/1984","AM - Operating","Waterslide","Expired","Splashdown Waterparks Inc"
"196","AMOP-587676-2016","2041832","6/2/2016","6/2/2016","Wayne Callender","AM","Y","AMOP","AM Operating: Periodic Assessment","Conditional Passed","2_Physical Inspection","","1 - Insignificant","Inspect rusting locations.","(1 day) Operating permit is expired. Rene",1,"Non-Compliances for Amusement Devices Technology","4799","HWY 17",NA,"","Tsawwassen","Lower Mainland North","BC","",NA,NA,NA,"6/7/1993","AM - Operating","Waterslide","Expired","Splashdown Waterparks Inc"
"197","AMOP-587675-2016","2041834","6/2/2016","6/2/2016","Wayne Callender","AM","Y","AMOP","AM Operating: Periodic Assessment","Conditional Passed","2_Physical Inspection","","1 - Insignificant","Inspect rusting parts.","(1 day) Operating permit is expired. Rene",1,"Non-Compliances for Amusement Devices Technology","4799","HWY 17",NA,"","Tsawwassen","Lower Mainland North","BC","",NA,NA,NA,"6/7/1993","AM - Operating","Waterslide","Expired","Splashdown Waterparks Inc"
"198","AMIN-588221-2016","AM-391869-2016","6/3/2016","6/3/2016","Wayne Callender","AM","Y","AMIN","AM Installation: Acceptance Assessment","Conditional Passed","2_Physical Inspection","","2 - Minor","None of the attachment point on this inflatable amusement device where anchored at the time of inspection. This would result in a hazard in which a high wind condition could cause the device to be blown over or out of position. 

It should be realized tha","(7 days) BCSA records indicate the operat",1,"Non-Compliances for Amusement Devices Technology","17726","62",NA,"Avenue","Surrey","Lower Mainland South","BC","V3S2K1",49.1846269,-122.2752464,NA,"5/27/2016","AM - New Installation","Inflatable Devices","Closed","Bignbouncy Inflatables Inc."
"199","AMIN-588227-2016","AM-391870-2016","6/3/2016","6/3/2016","Rolf Lutje","AM","Y","AMIN","AM Installation: Acceptance Assessment","Conditional Passed","2_Physical Inspection","","2 - Minor","None of the attachment point on this inflatable amusement device where anchored at the time of inspection. This would result in a hazard in which a high wind condition could cause the device to be blown over or out of position. 

It should be realized tha","(0 days) or prior to public operation. No",1,"Non-Compliances for Amusement Devices Technology","17726","62",NA,"Avenue","Surrey","Lower Mainland South","BC","V3S2K1",49.1846269,-122.2752464,NA,"5/27/2016","AM - New Installation","Inflatable Devices","Closed","Bignbouncy Inflatables Inc."
"200","AMIN-588214-2016","AM-391867-2016","6/3/2016","6/3/2016","Wayne Callender","AM","Y","AMIN","AM Installation: Acceptance Assessment","Conditional Passed","2_Physical Inspection","","2 - Minor","None of the attachment point on this inflatable amusement device where anchored at the time of inspection. This would result in a hazard in which a high wind condition could cause the device to be blown over or out of position. 

It should be realized tha","(0 days) or prior to public operation. No",1,"Non-Compliances for Amusement Devices Technology","17726","62",NA,"Avenue","Surrey","Lower Mainland South","BC","V3S2K1",49.1846269,-122.2752464,NA,"5/27/2016","AM - New Installation","Inflatable Devices","Closed","Bignbouncy Inflatables Inc."
"201","AMIN-588209-2016","AM-391861-2016","6/3/2016","6/3/2016","Rolf Lutje","AM","Y","AMIN","AM Installation: Acceptance Assessment","Conditional Passed","2_Physical Inspection","","2 - Minor","None of the attachment point on this inflatable amusement device where anchored at the time of inspection. This would result in a hazard in which a high wind condition could cause the device to be blown over or out of position. 

It should be realized tha","(7 days) BCSA records indicate operating",1,"Non-Compliances for Amusement Devices Technology","17726","62",NA,"Avenue","Surrey","Lower Mainland South","BC","V3S2K1",49.1846269,-122.2752464,NA,"5/27/2016","AM - New Installation","Inflatable Devices","Closed","Bignbouncy Inflatables Inc."
"202","AMIN-588250-2016","AM-391872-2016","6/3/2016","6/3/2016","Rolf Lutje","AM","Y","AMIN","AM Installation: Acceptance Assessment","Conditional Passed","2_Physical Inspection","","2 - Minor","None of the attachment point on this inflatable amusement device where anchored at the time of inspection. This would result in a hazard in which a high wind condition could cause the device to be blown over or out of position. 

It should be realized tha","(7 days) BCSA records indicate the operat",1,"Non-Compliances for Amusement Devices Technology","17726","62",NA,"Avenue","Surrey","Lower Mainland South","BC","V3S2K1",49.1846269,-122.2752464,NA,"5/27/2016","AM - New Installation","Inflatable Devices","Closed","Bignbouncy Inflatables Inc."
"203","AMIN-590328-2016","UW-396052-2016","6/7/2016","6/3/2016","Rolf Lutje","AM","Y","AMIN","AM Installation: Acceptance Assessment","Conditional Passed","2_Physical Inspection","","3 - Moderate","None of the unit attachment points were anchored at the time of inspection, however the unit was not in operation at the time of inspection. There is hazard in which there is a risk the device could rollover or move out of position in a high wind conditio","""(30 days) It is determined that the infl",1,"Non-Compliances for Amusement Devices Technology","17726","62",NA,"Avenue","Surrey","Lower Mainland South","BC","V3S2K1",49.1846269,-122.2752464,NA,"6/7/2016","Unpermitted Work","AM","Active","BigNBouncy Inflatables Inc."
"204","AMOP-589867-2016","AM-140676-2014","6/7/2016","6/7/2016","Wayne Callender","AM","Y","AMOP","AM Operating: Periodic Assessment","Conditional Passed","2_Physical Inspection","","1 - Insignificant","Replace broken footing bolt.","(7 days) lighting strip mounted on the ar",1,"Non-Compliances for Amusement Devices Technology","3993","Sunnyside",NA,"Boulevard","Cultus Lake","Lower Mainland South","BC","V2R5B5",NA,NA,NA,"7/16/2014","AM - Operating","Major Rides","Active","Cultus Lake Waterpark Ltd"
"205","AMOP-589904-2016","AM-140673-2014","6/7/2016","6/7/2016","Wayne Callender","AM","Y","AMOP","AM Operating: Periodic Assessment","Conditional Passed","2_Physical Inspection","","1 - Insignificant","Missing control actuator.","(7 days) Off/ On selector switch is missi",1,"Non-Compliances for Amusement Devices Technology","3993","Sunnyside",NA,"Boulevard","Cultus Lake","Lower Mainland South","BC","V2R5B5",NA,NA,NA,"7/16/2014","AM - Operating","Major Rides","Active","Cultus Lake Waterpark Ltd"
"206","AMOP-589857-2016","AM-265714-2015","6/7/2016","6/7/2016","Kevan McIntosh","AM","Y","AMOP","AM Operating: Periodic Assessment","Conditional Passed","2_Physical Inspection","","1 - Insignificant","Repair lap bar.","(7 days) PCU #6 right, lap bar is spongy",1,"Non-Compliances for Amusement Devices Technology","3993","Sunnyside",NA,"Boulevard","Cultus Lake","Lower Mainland South","BC","V2R5B5",NA,NA,NA,"7/15/2015","AM - Operating","Major Rides","Active","Cultus Lake Waterpark Ltd"
"207","AMOP-589862-2016","AM-250692-2015","6/7/2016","6/7/2016","Wayne Callender","AM","Y","AMOP","AM Operating: Periodic Assessment","Conditional Passed","2_Physical Inspection","","1 - Insignificant","Replace anti-slip strips.","(7 days) Replace anti-slip strips at entr",1,"Non-Compliances for Amusement Devices Technology","3993","Sunnyside",NA,"Boulevard","Cultus Lake","Lower Mainland South","BC","V2R5B5",NA,NA,NA,"6/5/2015","AM - Operating","Major Rides","Active","Cultus Lake Waterpark Ltd"
"208","AMOP-589891-2016","AM-140675-2014","6/7/2016","6/9/2016","Wayne Callender","AM","Y","AMOP","AM Operating: Periodic Assessment","Conditional Passed","2_Physical Inspection","","1 - Insignificant","Repair secondary locks","(7 days) PCU's #'s 1 and 3, secondary loc",1,"Non-Compliances for Amusement Devices Technology","3993","Sunnyside",NA,"Boulevard","Cultus Lake","Lower Mainland South","BC","V2R5B5",NA,NA,NA,"7/16/2014","AM - Operating","Major Rides","Active","Cultus Lake Waterpark Ltd"
"209","AMOP-589882-2016","AM-140668-2014","6/7/2016","6/9/2016","Wayne Callender","AM","Y","AMOP","AM Operating: Periodic Assessment","Conditional Passed","2_Physical Inspection","","1 - Insignificant","Bolts missing from seat.","(7 days) Bolts are missing from the botto",1,"Non-Compliances for Amusement Devices Technology","3993","Sunnyside",NA,"Boulevard","Cultus Lake","Lower Mainland South","BC","V2R5B5",NA,NA,NA,"7/16/2014","AM - Operating","Major Rides","Active","Cultus Lake Waterpark Ltd"
"210","AMOP-589897-2016","AM-140682-2014","6/7/2016","6/9/2016","Kevan McIntosh","AM","Y","AMOP","AM Operating: Periodic Assessment","Conditional Passed","2_Physical Inspection","","1 - Insignificant","Missing seat belt parts.","(7 days) Turn buckles loose on diagonal c",1,"Non-Compliances for Amusement Devices Technology","3993","Sunnyside",NA,"Boulevard","Cultus Lake","Lower Mainland South","BC","V2R5B5",NA,NA,NA,"7/16/2014","AM - Operating","Major Rides","Active","Cultus Lake Waterpark Ltd"
"211","AMOP-511225-2016","2045999","1/15/2016","6/9/2016","David Looney","AM","Y","AMOP","AM Operating: Periodic Assessment","Initial","2_Physical Inspection","","","","",1,"","377","LERWICK",NA,"Road","Courtenay","Vancouver Island","BC","V9N9B5",49.7104298,-124.9657614,NA,"1/22/1999","AM - Operating","Waterslide","Active","Comox Valley Regional District"
"212","AMOP-589318-2016","AM-254473-2015","6/6/2016","6/10/2016","David Looney","AM","Y","AMOP","AM Operating: Periodic Assessment","Conditional Passed","2_Physical Inspection","","2 - Minor","","(1 day) Ensure anchor stakes are in corre",1,"Non-Compliances for Amusement Devices Technology","","Nanaimo/Sun Peaks",NA,"","Nanaimo And Sun Peaks","Interior","BC","V1B3M1",NA,NA,NA,"6/16/2015","AM - Operating","Inflatable Devices","Active","365 Sports Inc."
"213","AMOP-589313-2016","AM-254468-2015","6/6/2016","6/10/2016","David Looney","AM","Y","AMOP","AM Operating: Periodic Assessment","Conditional Passed","2_Physical Inspection","","1 - Insignificant","","(1 day) Ensure anchor stakes in correct d",1,"Non-Compliances for Amusement Devices Technology","","Nanaimo/Sun Peaks",NA,"","Nanaimo And Sun Peaks","Interior","BC","V1B3M1",NA,NA,NA,"6/16/2015","AM - Operating","Inflatable Devices","Active","365 Sports Inc."
"214","AMIN-592724-2016","AM-397569-2016","6/12/2016","6/10/2016","David Looney","AM","Y","AMIN","AM Installation: Acceptance Assessment","Conditional Passed","2_Physical Inspection","","2 - Minor","","""(1 day) Implement operator/attendant tra",1,"Non-Compliances for Amusement Devices Technology","","Nanaimo/Sun Peaks",NA,"","Nanaimo And Sun Peaks","Vancouver Island","BC","V9M1W1",NA,NA,NA,"6/12/2016","AM - New Installation","Inflatable Devices","Closed","365 Sports Inc."
"215","AMOP-592308-2016","5236955","6/10/2016","6/10/2016","Wayne Callender","AM","Y","AMOP","AM Operating: Periodic Assessment","Conditional Passed","2_Physical Inspection","","2 - Minor","Repair cracked weld.","(0 days)(or prior to opening to the publi",1,"Non-Compliances for Amusement Devices Technology","7171","STRIDE",NA,"Avenue","Burnaby","Lower Mainland North","BC","V3N1T8",49.2136459,-122.9511328,NA,"9/4/2012","AM - Operating","Major Rides","Expired","Cybercraft Simulator Systems Inc"
